ORG	GRAM	ORGANISM	ORG_CLEAN	STATUS	COMMON	ORG_GROUP	SUB_GROUP	GENUS	GENUS_CODE	SCT_CODE	SCT_TEXT	EXCLUDE
aub	+	Aureobacterium sp.	Aureobacterium sp.	C		GPR		Aureobacterium	AUB	131389003	Aureobacterium sp.	FALSE
prt	a	Prevotella sp.	Prevotella sp.	C		AGNR		Prevotella	PRT	131397005	Prevotella species	FALSE
por	a	Oribaculum sp.	Oribaculum sp.	O		AGNR		Porphyromonas	POR	131398000	Porphyromonas species	FALSE
dic	a	Dichelobacter sp.	Dichelobacter sp.	C		AGNR		Dichelobacter	DIC	131400001	Dichelobacter species	FALSE
dia	a	Dialister sp.	Dialister sp.	C		AGNR		Dialister	DIA	131401002	Dialister species	FALSE
fib	a	Fibrobacter sp.	Fibrobacter sp.	C		check		Fibrobacter	FIB	131403004	Fibrobacter species	FALSE
exi	+	Exiguobacterium sp.	Exiguobacterium sp.	C		GPR		Exiguobacterium	EXI	131404005	Exiguobacterium species	FALSE
cel	+	Cellulomonas sp.	Cellulomonas sp.	C		COF		Cellulomonas	CEL	131405006	Cellulomonas species	FALSE
arc	-	Arcobacter sp.	Arcobacter sp.	C		GNCB		Arcobacter	ARC	131407003	Arcobacter species	FALSE
fil	a	Filifactor sp.	Filifactor sp.	C		SPORE		Filifactor	FIL	131409000	Filifactor species	FALSE
cox	-	Coxiella sp.	Coxiella sp.	C		GNCB		Coxiella	COX	131412002	Coxiella species	FALSE
bar	-	Bartonella sp.	Bartonella sp.	C		GNCB		Bartonella	BAR	131413007	Bartonella species	FALSE
ehr	-	Ehrlichia sp.	Ehrlichia sp.	C		GNCB		Ehrlichia	EHR	131415000	Ehrlichia species	FALSE
chl	-	Chlamydia sp.	Chlamydia sp.	C		GNCB		Chlamydia	CHL	131418003	Chlamydia species	FALSE
ori	-	Orientia sp.	Orientia sp.	C		GNCB		Orientia	ORI	131423003	Orientia species	FALSE
bil	a	Bilophila sp.	Bilophila sp.	C		AGNR		Bilophila	BIL	131425005	Bilophila species	FALSE
aun	+	Aerococcus urinae	Aerococcus urinae	C		CatNeg		Aerococcus	AEC	243230001	Aerococcus urinae	FALSE
lps	+	Leuconostoc pseudomesenteroides	Leuconostoc pseudomesenteroides	C		CatNeg		Leuconostoc	LEU	243235006	Leuconostoc pseudomesenteroides	FALSE
pai	+	Pediococcus acidilactici	Pediococcus acidilactici	C		CatNeg		Pediococcus	PED	243237003	Pediococcus acidilactici	FALSE
pdn	+	Pediococcus damnosus	Pediococcus damnosus	C		CatNeg		Pediococcus	PED	243238008	Pediococcus damnosus	FALSE
pdx	+	Pediococcus dextrinicus	Pediococcus dextrinicus	C		CatNeg		Pediococcus	PED	243239000	Pediococcus dextrinicus	FALSE
ppv	+	Pediococcus parvulus	Pediococcus parvulus	C		CatNeg		Pediococcus	PED	243241004	Pediococcus parvulus	FALSE
ppo	+	Pediococcus pentosaceus	Pediococcus pentosaceus	C		CatNeg		Pediococcus	PED	243242006	Pediococcus pentosaceus	FALSE
map	+	Streptococcus, microaerophilic	Streptococcus, microaerophilic	C				Streptococcus	STR	243251003	Microaerophilic streptococcus	FALSE
cao	+	Corynebacterium accolens	Corynebacterium accolens	C		COF		Corynebacterium	COR	243254006	Corynebacterium accolens	FALSE
cf1	+	CDC Coryneform Group F-1	CDC Coryneform Group F-1	C		GPR				243277006	Centers for Disease Control and Prevention (CDC) Corynebacterium group F-1 (organism)	FALSE
cg2	+	CDC Coryneform Group G-2	CDC Coryneform Group G-2	C		GPR				243280007	Centers for Disease Control and Prevention (CDC) Corynebacterium group G-2 (organism)	FALSE
ci1	+	CDC Coryneform Group I-1	CDC Coryneform Group I-1	C		GPR				243281006	Centers for Disease Control and Prevention (CDC) Corynebacterium group I-1 (organism)	FALSE
gvr	b	Gram variable rods	Gram variable rods	C		OTHER				243288000	Gram-variable bacillus	FALSE
ce3	-	Cedecea sp. 3	Cedecea sp. 3	C		EBC		Cedecea	CED	243292007	Cedecea species 3	FALSE
ce5	-	Cedecea sp. 5	Cedecea sp. 5	C		EBC		Cedecea	CED	243293002	Cedecea species 5	FALSE
mmo	-	Morganella morganii	Morganella morganii	O		EBC		Morganella	MOR	243302003	Morganella morganii subspecies morganii	FALSE
msb	-	Morganella morganii ss. sibonii	Morganella morganii ss. sibonii	C		EBC		Morganella	MOR	243303008	Morganella morganii subspecies sibonii	FALSE
trb	-	Trabulsiella sp.	Trabulsiella sp.	C		EBC		Trabulsiella	TRB	243308004	Trabulsiella	FALSE
tgu	-	CDC Enteric Group 90	CDC Enteric Group 90	O		EBC		Trabulsiella	TRB	243309007	Trabulsiella guamensis	FALSE
atr	-	Aeromonas trota	Aeromonas trota	C		FERM		Aeromonas	AER	243316008	Aeromonas trota	FALSE
ply	-	Pasteurella lymphangitidis	Pasteurella lymphangitidis	C		FERM		Pasteurella	PAS	243319001	Pasteurella lyphangitidis	FALSE
nfr	-	Non-fermenting gram negative rods	Non-fermenting gram negative rods	C		NFR				243328000	Non-fermentative Gram-negative bacillus	FALSE
spa	-	CDC IIk-1	CDC IIk-1	O		NFR		Sphingomonas	SPH	243350004	Sphingomonas paucimobilis	FALSE
bba	-	Bartonella bacilliformis	Bartonella bacilliformis	C		check		Bartonella	BAR	243352007	Bartonella bacilliformis	FALSE
afb	m	Acid fast bacilli	Acid fast bacilli	C		MYCO				243365003	Acid-fast bacillus	FALSE
mab	m	Mycobacterium abscessus	Mycobacterium abscessus	O		MYCO		Mycobacterium	MYC	243377008	Mycobacterium chelonae	FALSE
mch	m	Mycobacterium chelonae	Mycobacterium chelonae	O		MYCO		Mycobacterium	MYC	243377008	Mycobacterium chelonae	FALSE
mfo	m	Mycobacterium fortuitum	Mycobacterium fortuitum	C		MYCO		Mycobacterium	MYC	243378003	Mycobacterium fortuitum	FALSE
dev	a	Desulfovibrio sp.	Desulfovibrio sp.	C		AGNR		Desulfovibrio	DEV	243393004	Desulfovibrio	FALSE
dae	a	Desulfovibrio desulfuricans ss. aestuarii	Desulfovibrio desulfuricans ss. aestuarii	C		AGNR		Desulfovibrio	DEV	243395006	Desulfovibrio desulfuricans subspecies aestuarii	FALSE
dde	a	Desulfovibrio desulfuricans ss. desulfurican	Desulfovibrio desulfuricans ss. desulfurican	C		AGNR		Desulfovibrio	DEV	243396007	Desulfovibrio desulfuricans subspecies desulfuricans	FALSE
phy	a	Peptostreptococcus hydrogenalis	Peptostreptococcus hydrogenalis	C		AGPC		Peptostreptococcus	PPT	243417000	Peptostreptococcus	FALSE
plt	a	Peptostreptococcus lactolyticus	Peptostreptococcus lactolyticus	C		AGPC		Peptostreptococcus	PPT	243417000	Peptostreptococcus	FALSE
ppp	a	Peptostreptococcus prevotii	Peptostreptococcus prevotii	C		AGPC		Peptostreptococcus	PPT	243417000	Peptostreptococcus	FALSE
pte	a	Peptostreptococcus tetradius	Peptostreptococcus tetradius	C		AGPC		Peptostreptococcus	PPT	243417000	Peptostreptococcus	FALSE
pva	a	Peptostreptococcus vaginalis	Peptostreptococcus vaginalis	C		AGPC		Peptostreptococcus	PPT	243417000	Peptostreptococcus	FALSE
kla	f	Kluyveromyces lactis	Kluyveromyces lactis	C		FUNGUS		Kluyveromyces	KLV	243430004	Kluyveromyces lactis	FALSE
kma	f	Kluyveromyces fragilis	Kluyveromyces fragilis	O		FUNGUS		Kluyveromyces	KLV	243431000	Kluyveromyces marxianus	FALSE
pfn	f	Pichia farinosa	Pichia farinosa	C		check		Pichia	PIC	243433002	Pichia farinosa	FALSE
fba	f	Filobasidiella neoformans var. bacillispora	Filobasidiella neoformans var. bacillispora	C		FUNGUS		Filobasidiella	FBD	243440001	Filobasidiella neoformans var bacillispora	FALSE
ssc	f	Sporobolomyces salmonicolor	Sporobolomyces salmonicolor	C		check		Sporobolomyces	SPE	243446007	Sporobolomyces salmonicolor	FALSE
tha	f	Candida haemulonii	Candida haemulonii	C		FUNGUS		Candida	CAN	243452008	Candida hemulonii	FALSE
cin	f	Candida intermedia	Candida intermedia	C		FUNGUS		Candida	CAN	243455005	Candida intermedia	FALSE
cpl	f	Candida pulcherrima	Candida pulcherrima	C		FUNGUS		Candida	CAN	243459004	Candida pulcherrima	FALSE
cut	f	Candida utilis	Candida utilis	C		FUNGUS		Candida	CAN	243464000	Candida utilis	FALSE
cvw	f	Candida viswanathii	Candida viswanathii	C		FUNGUS		Candida	CAN	243465004	Candida viswanathii	FALSE
cze	f	Candida zeylanoides	Candida zeylanoides	C		FUNGUS		Candida	CAN	243466003	Candida zeylanoides	FALSE
cgt	f	Cryptococcus neoformans var. gattii	Cryptococcus neoformans var. gattii	C		FUNGUS		Cryptococcus	CRY	243467007	Cryptococcus neoformans var gattii	FALSE
tas	f	Trichosporon asahii	Trichosporon asahii	C		FUNGUS		Trichosporon	TRI	243475001	Trichosporon asahii	FALSE
tmu	f	Trichosporon mucoides	Trichosporon mucoides	C		FUNGUS		Trichosporon	TRI	243478004	Trichosporon mucoides	FALSE
aff	f	Acremonium falciforme	Acremonium falciforme	C		FUNGUS		Acremonium	ACR	243483007	Acremonium falciforme	FALSE
aki	f	Acremonium kiliense	Acremonium kiliense	C		FUNGUS		Acremonium	ACR	243484001	Acremonium kiliense	FALSE
agl	f	Aspergillus glaucus	Aspergillus glaucus	O		FUNGUS		Aspergillus	ASP	243492005	Aspergillus glaucus group	FALSE
hca	f	Histoplasma capsulatum	Histoplasma capsulatum var. capsulatum	O		FUNGUS		Histoplasma	HIS	243509006	Histoplasma capsulatum var capsulatum	FALSE
pli	f	Paecilomyces lilacinus	Paecilomyces lilacinus	C		FUNGUS		Paecilomyces	PAC	243514005	Paecilomyces lilacinus	FALSE
phn	f	Phaeoannellomyces sp.	Phaeoannellomyces sp.	C		check		Phaeoannellomyces	PHN	243541000	Phaeoannellomyces	FALSE
ram	f	Ramularia sp.	Ramularia sp.	C		check		Ramularia	RAM	243544008	Ramularia	FALSE
sao	f	Sarcinosporon sp.	Sarcinosporon sp.	C		check		Sarcinosporon	SAO	243546005	Sarcinosporon	FALSE
sik	f	Sarcinosporon inkin	Sarcinosporon inkin	C		check		Sarcinosporon	SAO	243547001	Sarcinosporon inkin	FALSE
sdm	f	Scytalidium dimidiatum	Scytalidium dimidiatum	C		FUNGUS		Scytalidium	SCY	243548006	Scytalidium dimidiatum	FALSE
msr	f	Mycelia sterilia	Mycelia sterilia	C		check				243555008	Mycelia sterilia	FALSE
ltr	w	Leishmania tropica	Leishmania tropica	C		FLAG		Leishmania	LEI	243653005	Leishmania tropica	FALSE
lme	w	Leishmania mexicana	Leishmania mexicana	C		FLAG		Leishmania	LEI	243654004	Leishmania mexicana	FALSE
lpr	w	Leishmania peruviana	Leishmania peruviana	C		FLAG		Leishmania	LEI	243658001	Leishmania peruviana	FALSE
msp	w	Microsporidium sp.	Microsporidium sp.	C		MICROS		Microsporidium	MSP	243662007	Microsporidium	FALSE
mns	w	Mansonella streptocerca	Mansonella streptocerca	C		NEMAT		Mansonella	MAN	243668006	Mansonella streptocerca	FALSE
mpr	w	Mansonella perstans	Mansonella perstans	C		NEMAT		Mansonella	MAN	243669003	Mansonella perstans	FALSE
egr	w	Echinococcus granulosus	Echinococcus granulosus	C		CESTODE		Echinococcus	ECH	243672005	Echinococcus granulosus	FALSE
apy	a	Actinomyces pyogenes	Actinomyces pyogenes	O		COF		Arcanobacterium	ARB	258933002	Arcanobacterium pyogenes	FALSE
cci	f	Candida ciferrii	Candida ciferrii	C		FUNGUS		Candida	CAN	283867004	Candida ciferrii	FALSE
cct	f	Candida catenulata	Candida catenulata	C		FUNGUS		Candida	CAN	283868009	Candida catenulata	FALSE
tin	f	Candida inconspicua	Candida inconspicua	C		FUNGUS		Candida	CAN	283871001	Candida inconspicua	FALSE
par	w	Parasite	Parasite	C						284678001	Karyozoic parasite	FALSE
ead	-	Escherichia coli (alkalescens-dispar)	Escherichia coli (alkalescens-dispar)	C		EBC		Escherichia	ESC	302569002	Escherichia alkalescens	FALSE
vx1	-	Vibrio cholerae non O1, non O139	Vibrio cholerae non O1, non O139	C		FERM		Vibrio	VI-	302575006	Vibrio cholerae O1 classical Hikojima	FALSE
vhi	-	Vibrio cholerae O1 Hikojima	Vibrio cholerae O1 Hikojima	C		FERM		Vibrio	VI-	302575006	Vibrio cholerae O1 classical Hikojima	FALSE
vin	-	Vibrio cholerae O1 Inaba	Vibrio cholerae O1 Inaba	C		FERM		Vibrio	VI-	302576007	Vibrio cholerae O1 classical Inaba	FALSE
gc4	-	Salmonella Group C4 (O:7,14)	Salmonella Group C4	C		EBC	GRC	Salmonella	SAL	302630001	Salmonella group C1 and C4	FALSE
ge2	-	Salmonella Group E2 (O:3,15)	Salmonella Group E2	C		EBC	GRE	Salmonella	SAL	302682004	Salmonella Group E2	FALSE
ge3	-	Salmonella Group E3 (O:3,15,14)	Salmonella Group E3	C		EBC	GRE	Salmonella	SAL	302685002	Salmonella Group E3	FALSE
obv	v	Ockelbovirus???	Ockelbovirus???	C		RNA				312318005	Ockelbo virus	FALSE
cpr	f	Chrysosporium parvum var. parvum	Chrysosporium parvum var. parvum	C		check		Chrysosporium	CHS	324085005	Chrysosporium parvum var parvum	FALSE
hoo	w	Hookworm	Hookworm	C		NEMAT				359762003	Hookworm	FALSE
dpi	+	Dolosigranulum pigrum	Dolosigranulum pigrum	C		CatNeg		Dolosigranulum	DOL	363765006	Dolosigranulum pigrum	FALSE
dol	+	Dolosigranulum sp.	Dolosigranulum sp.	C		CatNeg		Dolosigranulum	DOL	363766007	Dolosigranulum species	FALSE
man	w	Mansonella sp.	Mansonella sp.	C		NEMAT		Mansonella	MAN	363771000	Mansonella sp.	FALSE
cmc	+	CDC Coryneform Group G-1	CDC Coryneform Group G-1	O		COF		Corynebacterium	COR	363772007	Corynebacterium macginleyi	FALSE
cmo	a	Catonella morbi	Catonella morbi	C		AGNR		Catonella	CAT	363775009	Catonella morbi	FALSE
cat	a	Catonella sp.	Catonella sp.	C		AGNR		Catonella	CAT	363776005	Catonella species	FALSE
tmd	w	Trematode	Trematode	C						367421003	Trematode	FALSE
sga	-	Salmonella Gallinarum	Salmonella Gallinarum	C		EBC	GRD	Salmonella	SAL	370576005	Salmonella Gallinarum	FALSE
svc	-	Salmonella Typhimurium var. Copenhagen	Salmonella Typhimurium var. Copenhagen	C		EBC	GRB	Salmonella	SAL	370578006	Salmonella Typhimurium var. Copenhagen	FALSE
acu	w	Ancylostoma caninum	Ancylostoma caninum	C		NEMAT		Ancylostoma	ANY	370595003	Neospora caninum	FALSE
dca	w	Dipylidium caninum	Dipylidium caninum	C		CESTODE		Dipylidium	DPD	370595003	Neospora caninum	FALSE
mor	-	Morganella sp.	Morganella sp.	C		EBC		Morganella	MOR	372316007	Morganella species	FALSE
muc	f	Mucor sp.	Mucor sp.	C		FUNGUS		Mucor	MUC	372317003	Mucor species	FALSE
pac	f	Paecilomyces sp.	Paecilomyces sp.	C		FUNGUS		Paecilomyces	PAC	372326000	Paecilomyces species	FALSE
pen	f	Penicillium sp.	Penicillium sp.	C		check		Penicillium	PEN	372329007	Penicillium species	FALSE
pla	w	Plasmodium sp.	Plasmodium sp.	C		SPOROZ		Plasmodium	PLA	372332005	Plasmodium species	FALSE
psa	f	Pseudallescheria sp.	Pseudallescheria sp.	C		FUNGUS		Pseudallescheria	PSA	372335007	Pseudallescheria species	FALSE
rhz	f	Rhizopus sp.	Rhizopus sp.	C		FUNGUS		Rhizopus	RHZ	372339001	Rhizopus species	FALSE
g64	-	Salmonella Group 64 (O:64)	Salmonella Group 64	C		EBC	G64	Salmonella	SAL	372342007	Salmonella species	FALSE
sal	-	Salmonella sp.	Salmonella sp.	C	X	EBC		Salmonella	SAL	372342007	Salmonella species	FALSE
sro	-	Salmonella sp. (rough)	Salmonella sp. (rough)	C		EBC		Salmonella	SAL	372342007	Salmonella species (organism)	FALSE
sno	-	Salmonella, nontypable	Salmonella, nontypable	C		EBC		Salmonella	SAL	372342007	Salmonella species (organism)	FALSE
snt	-	Salmonella, non-Typhi	Salmonella, non-typhi	C		EBC		Salmonella	SAL	372342007	Salmonella species (organism)	FALSE
xtp	-	Salmonella, non-Typhi/non-Paratyphi	Salmonella, non-typhi/non-paratyphi	C		EBC		Salmonella	SAL	372342007	Salmonella species (organism)	FALSE
say	w	Sarcocystis sp.	Sarcocystis sp.	C		COCCID		Sarcocystis	SAY	372343002	Sarcocystis species	FALSE
sci	w	Schistosoma sp.	Schistosoma sp.	C		TREMA		Schistosoma	SCI	372346005	Schistosoma sp.	FALSE
seu	a	Serpulina sp.	Serpulina sp.	C		check		Serpulina	SEU	372348006	Serpulina species	FALSE
stg	w	Strongyloides sp.	Strongyloides sp.	C		NEMAT		Strongyloides	STG	372352006	Strongyloides sp.	FALSE
tae	w	Taenia sp.	Taenia sp.	C		CESTODE		Taenia	TAE	372354007	Taenia sp.	FALSE
top	w	Toxoplasma sp.	Toxoplasma sp.	C		COCCID		Toxoplasma	TOP	372359002	Toxoplasma species	FALSE
trn	w	Trichinella sp.	Trichinella sp.	C		NEMAT		Trichinella	TRN	372360007	Trichinella sp.	FALSE
trm	w	Trichomonas sp.	Trichomonas sp.	C		FLAG		Trichomonas	TRM	372361006	Trichomonas species	FALSE
try	f	Trichophyton sp.	Trichophyton sp.	C		FUNGUS		Trichophyton	TRY	372362004	Trichophyton species	FALSE
trs	w	Trichostrongylus sp.	Trichostrongylus sp.	C		NEMAT		Trichostrongylus	TRS	372363009	Trichostrongylus sp.	FALSE
trc	w	Trichuris sp.	Trichuris sp.	C		NEMAT		Trichuris	TRC	372364003	Trichuris sp.	FALSE
trp	w	Trypanosoma sp.	Trypanosoma sp.	C		FLAG		Trypanosoma	TRP	372366001	Trypanosoma species	FALSE
asc	w	Ascaris sp.	Ascaris sp.	C		NEMAT		Ascaris	ASC	372370009	Ascaris sp.	FALSE
bbs	w	Babesia sp.	Babesia sp.	C		SPOROZ		Babesia	BBS	372376003	Babesia species	FALSE
bcs	+	Bacillus sp.	Bacillus sp.	C		GPR		Bacillus	BCS	372377007	Bacillus species	FALSE
can	f	Candida sp.	Candida sp.	C		FUNGUS		Candida	CAN	372381007	Candida species	FALSE
cai	w	Capillaria sp.	Capillaria sp.	C		NEMAT		Capillaria	CAI	372382000	Capillaria sp.	FALSE
chd	-	Chlamydophila sp.	Chlamydophila sp.	C		GNCB		Chlamydophila	CHD	372386002	Chlamydophila species	FALSE
cla	f	Cladosporium sp.	Cladosporium sp.	C		FUNGUS		Cladosporium	CLA	372389009	Cladosporium species	FALSE
abi	+	Abiotrophia sp.	Abiotrophia sp.	C		CatNeg		Abiotrophia	ABI	372391001	Abiotrophia species	FALSE
cot	w	Contracaecum sp.	Contracaecum sp.	C		NEMAT		Contracaecum	COT	372392008	Contracaecum sp.	FALSE
coo	w	Cryptosporidium sp.	Cryptosporidium sp.	C		COCCID		Cryptosporidium	COO	372395005	Cryptosporidium species	FALSE
drm	i	Dermacentor sp.	Dermacentor sp.	C				Dermacentor	DRM	372400006	Dermacentor sp.	FALSE
acn	w	Acanthamoeba sp.	Acanthamoeba sp.	C		AMEBA		Acanthamoeba	ACN	372401005	Acanthamoeba species	FALSE
dir	w	Dirofilaria sp.	Dirofilaria sp.	C		NEMAT		Dirofilaria	DIR	372403008	Dirofilaria sp.	FALSE
enc	w	Encephalitozoon sp.	Encephalitozoon sp.	C		MICROS		Encephalitozoon	ENC	372406000	Encephalitozoon species	FALSE
enm	w	Entamoeba sp.	Entamoeba sp.	C		AMEBA		Entamoeba	ENW	372407009	Entamoeba species	FALSE
epc	f	Epicoccum sp.	Epicoccum sp.	C		check		Epicoccum	EPC	372408004	Epicoccum species	FALSE
fas	w	Fasciola sp.	Fasciola sp.	C		TREMA		Fasciola	FAS	372410002	Fasciola sp.	FALSE
gia	w	Giardia sp.	Giardia sp.	C		FLAG		Giardia	GIA	372412005	Giardia species	FALSE
iso	w	Isospora sp.	Isospora sp.	C		COCCID		Isospora	ISO	372423009	Isospora species	FALSE
pdm	-	CDC EF-5	CDC EF-5	O		check		Photobacterium	PHB	387799003	Photobacterium damselae subspecies damselae	FALSE
alo	+	Alloiococcus sp.	Alloiococcus sp.	C		CatPos		Alloiococcus	ALO	396453006	Alloiococcus	FALSE
aoi	+	Alloiococcus otitidis	Alloiococcus otitidis	C		CatPos		Alloiococcus	ALO	396454000	Alloiococcus otitis	FALSE
so1	-	Serratia odorifera 1	Serratia odorifera 1	C		EBC		Serratia	SE-	397076008	Serratia odorifera biogroup 1	FALSE
rrz	f	Rhizopus microsporus var. rhizopodiformis	Rhizopus microsporus var. rhizopodiformis	C		FUNGUS		Rhizopus	RHZ	397466002	Rhizopus microsporus var rhizopodiformis	FALSE
ari	-	Arizona sp.	Arizona sp.	O		EBC		Salmonella	SAL	397502001	Salmonella enterica subspecies arizonae	FALSE
g61	-	Salmonella Group 61 (O:61)	Salmonella Group 61	C		EBC	G61	Salmonella	SAL	398339003	Salmonella IIIb 61:(k):z53	FALSE
g63	-	Salmonella Group 63 (O:63)	Salmonella Group 63	C		EBC	G63	Salmonella	SAL	398363006	Salmonella IIIa 63:g:z51:-	FALSE
sht	-	Salmonella enterica ss. houtenae (Subgroup I	Salmonella enterica ss. houtenae	C		EBC		Salmonella	SAL	398371005	Salmonella enterica subspecies houtenae	FALSE
sbg	-	Salmonella bongori	Salmonella bongori	C		EBC	GRC	Salmonella	SAL	398393000	Salmonella bongori	FALSE
sdi	-	Salmonella enterica ss. diarizonae (Subgroup	Salmonella enterica ss. diarizonae	C		EBC		Salmonella	SAL	398428002	Salmonella enterica subspecies diarizonae	FALSE
ssl	-	Salmonella enterica ss. salamae (Subgroup II	Salmonella enterica ss. salamae	C		EBC		Salmonella	SAL	398488004	Salmonella enterica subspecies salamae	FALSE
sec	-	Salmonella enterica ss. enterica (Subgroup I	Salmonella enterica ss. enterica	C		EBC		Salmonella	SAL	398508004	Salmonella enterica subspecies enterica	FALSE
gro	-	Salmonella Group O (O:35)	Salmonella Group O	C		EBC	GRO	Salmonella	SAL	398547002	Salmonella group O:1,3,19	FALSE
sii	-	Salmonella enterica ss. indica (Subgoup VI)	Salmonella enterica ss. indica	C		EBC		Salmonella	SAL	398620001	Salmonella enterica subspecies indica	FALSE
mix	b	Mixed bacterial species present	Mixed bacterial species present	C	X	OTHER				401197003	Bacterial serotype	FALSE
abs	f	Absidia sp.	Absidia sp.	C		FUNGUS		Absidia	ABS	404226006	Absidia species	FALSE
b16	-	Shigella boydii serotype 16	Shigella boydii serotype 16	C		EBC		Shigella	SHI	406489001	Shigella boydii 16	FALSE
b17	-	Shigella boydii serotype 17	Shigella boydii serotype 17	C		EBC		Shigella	SHI	406490005	Shigella boydii 17	FALSE
bxx	-	Shigella boydii, nontypable	Shigella boydii, nontypable	C		EBC		Shigella	SHI	406493007	Shigella boydii serotype undetermined (Subgroup C)	FALSE
b18	-	Shigella boydii serotype 18	Shigella boydii serotype 18	C		EBC		Shigella	SHI	406494001	Shigella boydii 18	FALSE
d11	-	Shigella dysenteriae serotype 11	Shigella dysenteriae serotype 11	C		EBC		Shigella	SHI	406495000	Shigella dysenteriae 11	FALSE
d12	-	Shigella dysenteriae serotype 12	Shigella dysenteriae serotype 12	C		EBC		Shigella	SHI	406496004	Shigella dysenteriae 12	FALSE
d14	-	Shigella dysenteriae serotype 14	Shigella dysenteriae serotype 14	C		EBC		Shigella	SHI	406497008	Shigella dysenteriae 14	FALSE
d13	-	Shigella dysenteriae serotype 13	Shigella dysenteriae serotype 13	C		EBC		Shigella	SHI	406498003	Shigella dysenteriae 13	FALSE
dxx	-	Shigella dysenteriae, nontypable	Shigella dysenteriae, nontypable	C		EBC		Shigella	SHI	406499006	Shigella dysenteriae serotype undetermined (Subgroup A)	FALSE
f4c	-	Shigella flexneri serotype 4c	Shigella flexneri serotype 4c	C		EBC		Shigella	SHI	406501003	Shigella flexneri 4c [IV:7,8]	FALSE
f5a	-	Shigella flexneri serotype 5a	Shigella flexneri serotype 5a	C		EBC		Shigella	SHI	406502005	Shigella flexneri 5a [V:3,4]	FALSE
fxx	-	Shigella flexneri, nontypable	Shigella flexneri, nontypable	C		EBC		Shigella	SHI	406503000	Shigella flexneri serotype undetermined (Subgroup B)	FALSE
788	-	Escherichia coli O78:K80	Escherichia coli O78:K80	C		EBC		Escherichia	ESC	407178005	Escherichia coli, serotype O78	FALSE
